codigo de articulo ;Descripcion;codigo de barras ;Proveedor;Departamento;Categoria;Marca
78100;ACEITE OLIVA BRESSANO;7,79184E+12;ODA VINOTECA;ALMACEN;ACEITES Y VINAGRES;GENERICO
1900;ACEITE OLIVA MARILEN LATA X500;7,79034E+12;Proveedores Varios u Ocasionales;ALMACEN;ACEITES Y VINAGRES;MARILEN
21281;AIR WICK MATIC AP+REP CIT X250;7,79113E+12;FIRE S.A;LIMPIEZA;Aromatizantes;AIR WICK
23321;ALMENDRAS MARVA.S/CASC X100;7,79355E+12;ANGEL CABRERA S.A.;FRUTAS Y VERDURAS;HORTALIZAS;MARVA
23719;ANILINA COLIBRI - AMARILLO ORO;7,79582E+12;670;LIMPIEZA;CUIDADO PARA LA ROPA;COLIBRI
23708;ANILINA COLIBRI - AZUL CIELO;7,79582E+12;670;LIMPIEZA;CUIDADO PARA LA ROPA;COLIBRI
23095;BASURERO C/TAP LA PORTEÑA X40L;7,79813E+12;DISTRIBUIDORA GM S.R.L.;LIMPIEZA;ACCESORIOS DE LIMPIEZA;LA PORTEÑA
23091;BIBERON BABELITO VIDRIO X150;7,79397E+12;MILENIUM DE Harry Miguel Wulf;PERFUMERIA;BEBE;BABELITO
19351;BROCHE ECONOMICO MIRAMAR;7,79804E+12;Proveedores Varios u Ocasionales;LIMPIEZA;ACCESORIOS DE LIMPIEZA;GENERICO
24448;BUDINERA Nº24 LA PORTEÑA;7,79813E+12;DISTRIBUIDORA GM S.R.L.;HOGAR;BAZAR;LA PORTEÑA
22907;BUTTER TOFFES AVELLANAS X959;7,79058E+12;Pezuk Ruben Ramon - Arcor;ALMACEN;GOLOSINAS Y CHOCOLATES;BUTTER TOFFEES
15455;CEP.RANDOM L-125 MED PORTABLE;7,79811E+12;RANDOMCORP S.A.;PERFUMERIA;HIGIENE BUCAL;RANDOM
29245;CERA BRILLO ACRILICO ROJO X1L;7,79314E+12;Proveedores Varios u Ocasionales;LIMPIEZA;PISOS;GENERICO
20588;CERA SUIZA AUTOBRILLO NEGRA 1L;7,79061E+12;Proveedores Varios u Ocasionales;LIMPIEZA;PISOS;SUIZA
15207;CEREAL NUTRIRINGS ZIPPER X 397;7,7976E+12;Proveedores Varios u Ocasionales;ALMACEN;DESAYUNO;ZIPPER
23094;CESTO CALADO PARA ROPA C/TAPA;7,79813E+12;DISTRIBUIDORA GM S.R.L.;HOGAR;BAZAR;LA PORTEÑA
24662;CH.TRIVENTO B/NATURE X750;7,79804E+12;TRIVENTO BODEGAS Y VIÑEDOS S.A.;BEBIDAS;ESPUMANTES;TRIVENTO
24966;CHOC.NESTLE GOLD NOIR X100G;7,61303E+12;Nestle Argentina S.A.;ALMACEN;GOLOSINAS Y CHOCOLATES;NESTLE
24086;"CHUPETE BABELITO C/CAPUCH""0""";24086;MILENIUM DE Harry Miguel Wulf;PERFUMERIA;BEBE;BABELITO
23759;CHUPETE BABELITO SILICON N2;7,79397E+12;MILENIUM DE Harry Miguel Wulf;PERFUMERIA;BEBE;BABELITO
24862;CHUPETE BABELITO SILICON N3;7,79397E+12;MILENIUM DE Harry Miguel Wulf;PERFUMERIA;BEBE;BABELITO
23553;COLAPASTA 25 CM ECONOMICO;7,79228E+12;Proveedores Varios u Ocasionales;HOGAR;BAZAR;GENERICO
24287;COQUETA STAR GREEN C/BRIL X40C;7,7916E+12;CANNON PUNTANA S.A.;PERFUMERIA;MUJERES;COQUETA
25961;COVER BITONO SUET 2,1/2 PLAZA;25961;TEXSAP S.R.L;TEXTIL;TEXTIL CAMA;TEXSAP
23223;CRAYON P/OJO JUMBO ROSADO;7,7981E+12;MILENIUM DE Harry Miguel Wulf;PERFUMERIA;COSMETICOS;JACTAN´S
25958;CUBRECAM SETZENON ESTAMP.2,1/2;25958;TEXSAP S.R.L;TEXTIL;TEXTIL CAMA;TEXSAP
23668;CUCHILLO CURVO DE 10 MANG.PLAS;0;Servi=Sup s.r.l.;CARNES;INSUMOS PRODUCCION..;Insumos Producción
23669;CUCHILLO DEPOSTADOR;0;Servi=Sup s.r.l.;CARNES;INSUMOS PRODUCCION..;Insumos Producción
24429;D-EXP DERMAGENESIS SERUM X15ML;3,60052E+12;LOREAL ARGENTINA S.A.;PERFUMERIA;CREMAS-LOCIONES;LOREAL
24454;ESCOBILLON LUXOR LA PORTEÑA;7,79813E+12;DISTRIBUIDORA GM S.R.L.;LIMPIEZA;ACCESORIOS DE LIMPIEZA;LA PORTEÑA
24456;ESCOBILLON RINGO LA PORTEÑA;7,79813E+12;DISTRIBUIDORA GM S.R.L.;LIMPIEZA;ACCESORIOS DE LIMPIEZA;LA PORTEÑA
23114;ESCOBITA PATAGONIA LA PORTEÑA;7,79813E+12;DISTRIBUIDORA GM S.R.L.;LIMPIEZA;ACCESORIOS DE LIMPIEZA;LA PORTEÑA
24747;ESPUMADERA CLASICA ILKO X1U;8,57294E+11;ILKO ARGENTINA S.A.;HOGAR;BAZAR;ILKO
23146;ESTROPAJO ACERO RIVIERA X2U;7,79294E+12;INDUSTRIAS RIVIERA S A;LIMPIEZA;ACCESORIOS DE LIMPIEZA;RIVIERA
24474;EXPWEAR BLUSH RUBOR 60 B.SORB;41554049664;LOREAL ARGENTINA S.A.;PERFUMERIA;COSMETICOS;LOREAL
23097;FIAMBRERA BAJA N16 LA PORTEÑA;7,79813E+12;DISTRIBUIDORA GM S.R.L.;HOGAR;BAZAR;LA PORTEÑA
5094;FLAN KEKSY CHOCOLATE X170G;7,79017E+12;SAGEMULLER S.A;ALMACEN;REPOSTERIA Y POSTRES;KEKSY
25136;FRUTA ABRILLANTADA SURT.X KG;;Nogal Dorado s.a.;FRUTAS Y VERDURAS;HORTALIZAS;NOGAL
23957;FUENTE REDONDA SPAGHETTI;0;Proveedores Varios u Ocasionales;HOGAR;BAZAR;GENERICO
1730;GALL.SNACKS REX QUESOS X 50G;7,79004E+12;Pezuk Ruben Ramon - Arcor;ALMACEN;DESAYUNO;REX
23667;GANCHO GIRATORIO PAT;0;Servi=Sup s.r.l.;CARNES;INSUMOS PRODUCCION..;Insumos Producción
23666;GANCHO ROLDANA 98MM;0;Servi=Sup s.r.l.;CARNES;INSUMOS PRODUCCION..;Insumos Producción
23663;GANCHOS CROMADOS (6X120);0;Servi=Sup s.r.l.;CARNES;INSUMOS PRODUCCION..;Insumos Producción
23664;GANCHOS CROMADOS (6X140);0;Servi=Sup s.r.l.;CARNES;INSUMOS PRODUCCION..;Insumos Producción
23665;GANCHOS CROMADOS (6X190);0;Servi=Sup s.r.l.;CARNES;INSUMOS PRODUCCION..;Insumos Producción
22414;GASTOS PRODUCTOS CARNICERIA;0;EXP. e IMP. PAR-BRAS S.A.;EOS;CONTADURIA;EOS
20778;GEL BACTERICI DR.VAN DER 500ML;7,79225E+12;Laboratorios DOPLAS Argentina S.A.;LIMPIEZA;INSECTICIDAS;Van Der Vee
24378;GEL T.G.S MSHAVESENS SKIN X71G;3,01426E+12;NEW PGA;PERFUMERIA;HOMBRES;GILLETTE
24653;GELAT.KEKSY FRUTILLA X170;7,79017E+12;SAGEMULLER S.A;ALMACEN;REPOSTERIA Y POSTRES;KEKSY
17044;GIN PETERS LONDON DRY X950;7,79016E+12;ODA VINOTECA;BEBIDAS;BEBIDAS BLANCAS;PETERS
25387;HELADO GELFRI LIGHT VAIN X40;7,79592E+12;DISTRIBUIDORA DALETH;ALMACEN;REPOSTERIA Y POSTRES;Gelfri
24451;HERVIDOR ALUMI LA PORTEÑA Nº14;7,79813E+12;DISTRIBUIDORA GM S.R.L.;HOGAR;BAZAR;LA PORTEÑA
23098;HERVIDOR ALUMI LA PORTEÑA Nº16;7,79813E+12;DISTRIBUIDORA GM S.R.L.;HOGAR;BAZAR;LA PORTEÑA
21111;HIGOS EN ALMIBAR AL CARAM 650G;7,79226E+12;Goy Widmer y Cia s.a.;ALMACEN;REPOSTERIA Y POSTRES;ORIETA
23504;HOJAS DE SIERRA;0;LA PASTORIL - Jorge E. Santarelli;CARNES;INSUMOS PRODUCCION..;Insumos Producción
24931;HUEVO CODORNIZ COTUX X12U;7,79659E+12;Proveedores Varios u Ocasionales;FRUTAS Y VERDURAS;HUEVOS;COTUX
25674;HUEVO CODORNIZ FCO COTUX Nº1;0;Proveedores Varios u Ocasionales;FRUTAS Y VERDURAS;HUEVOS;COTUX
722582;HUEVO GENERICO X U;0;MADRE SELVA;EOS;INSUMOS PRODUCCION;EOS
23099;JARRA MEDIDORA LA PORTEÑA;7,79813E+12;DISTRIBUIDORA GM S.R.L.;HOGAR;BAZAR;LA PORTEÑA
22302;JARRO Nº10 LUX ZACKS;8,41144E+12;Proveedores Varios u Ocasionales;HOGAR;BAZAR;GENERICO
24089;JARRO PORCELANA GDE RECTO REF;4,89311E+12;EL MUNDO DEL BAZAR- Sanchez Rolando;HOGAR;BAZAR;GENERICO
23147;LANA DE ACERO RIVIERA X5U;7,79294E+12;INDUSTRIAS RIVIERA S A;LIMPIEZA;COCINA;RIVIERA
25999;LIC.AMARULA FIFA X750;6,00111E+12;ODA VINOTECA;BEBIDAS;LICORES;AMARULA
24695;LIC.EL ABUELO SAMBAY X700;7,79012E+12;ODA VINOTECA;BEBIDAS;LICORES;EL ABUELO
8835;LIC.PETERS GINDADO X700;7,79016E+12;ODA VINOTECA;BEBIDAS;LICORES;PETERS
24693;LIC.RON CON COCO X750ML;7,79012E+12;ODA VINOTECA;BEBIDAS;LICORES;GENERICO
24808;LIQ.REFRIGERANTE WALKER X1L;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;ACCESORIOS DE LIMPIEZA;WALKER
23951;LOCION MILLANEL VARIOS;23951;MILENIUM DE Harry Miguel Wulf;PERFUMERIA;MUJERES;GENERICO
23090;MAMADERA BABELITO BOCA ANCHA;7,79397E+12;MILENIUM DE Harry Miguel Wulf;PERFUMERIA;BEBE;BABELITO
24870;MANTEL GLOBOS 120X180CM;7,89118E+12;Proveedores Varios u Ocasionales;HOGAR;BAZAR;GENERICO
4467;MEGATUBE 3D QUESO X70G;7,79031E+12;Proveedores Varios u Ocasionales;SNACK;OTROS SNACKS;MEGATUBE
26032;MERM.STEVIA DULCE ANANA X454G;7,79809E+12;NATIVAS Y FORESTALES S.R.L.;ALMACEN;DESAYUNO;STEVIA DULCE
26030;MERM.STEVIA DULCE MAMON X454G;7,79809E+12;NATIVAS Y FORESTALES S.R.L.;ALMACEN;DESAYUNO;STEVIA DULCE
26031;MERM.STEVIA DULCE ZAPALL X454G;7,79809E+12;NATIVAS Y FORESTALES S.R.L.;ALMACEN;DESAYUNO;STEVIA DULCE
5198;MIEL LA MISIONERITA X 1KG;7,79564E+12;MIEL NAT.DEL VALLE;ALMACEN;DESAYUNO;LA MISIONERITA
5200;MIEL LA MISIONERITA X250G;7,79564E+12;MIEL NAT.DEL VALLE;ALMACEN;DESAYUNO;LA MISIONERITA
5194;MIEL LA MISIONERITA X500G;7,79564E+12;MIEL NAT.DEL VALLE;ALMACEN;DESAYUNO;LA MISIONERITA
9595;MR.MUSCULO COC.ANTG.REP X500ML;7,79052E+12;Miguel F.Suñe y Cia.s.r.l.;LIMPIEZA;COCINA;MR. MUSCULO
27144;MYMB LAPIZ HIDRA NEGRO X1U;7,89903E+12;LOREAL ARGENTINA S.A.;PERFUMERIA;COSMETICOS;LOREAL
70220;NFC Q10 PLUS C+ECRN FAC DIA 50;7,702E+12;BEIERSDORF S.A;PERFUMERIA;;NIVEA
16331;OLD SPICE ROLL ON AQUA X50;75020750;NEW PGA;PERFUMERIA;HOMBRES;OLD SPICE
24314;OLD SPICE ROLL ON FRESH X50;75917265;NEW PGA;PERFUMERIA;HOMBRES;OLD SPICE
24467;P/D CAREFREE LONGS FRESH X20U;7,79001E+12;Carlos Benassi S.R.L.;PERFUMERIA;MUJERES;CAREFREE
32943;PALA RESI RIVIERA S/C OFERTA;2,03294E+12;INDUSTRIAS RIVIERA S A;LIMPIEZA;ACCESORIOS DE LIMPIEZA;RIVIERA
23103;PALANGANA LA PORTEÑA X9L;7,79813E+12;DISTRIBUIDORA GM S.R.L.;LIMPIEZA;ACCESORIOS DE LIMPIEZA;LA PORTEÑA
25023;PAN BIMBO NUTRITOTAL X580G;7,79699E+12;Rodriguez Arturo Otto;PANADERIA;DEPARTAMENTO 8;BIMBO
23275;PAN BIMBO PEBETE X240G;7,79699E+12;Rodriguez Arturo Otto;PANADERIA;DEPARTAMENTO 8;BIMBO
18422;PAN BIMBO SANDWICH X 320G;7,79699E+12;Rodriguez Arturo Otto;PANADERIA;DEPARTAMENTO 8;BIMBO
25955;PAN DULCE BIMBO C/CHIPS X500G;7,79699E+12;Rodriguez Arturo Otto;ALMACEN;REPOSTERIA Y POSTRES;BIMBO
25430;PAN DULCE BIMBO C/FRUTAS X500G;7,79699E+12;Rodriguez Arturo Otto;ALMACEN;REPOSTERIA Y POSTRES;BIMBO
22301;PAVA Nº14 LUX ZACKS;8,41144E+12;Proveedores Varios u Ocasionales;HOGAR;BAZAR;GENERICO
24545;PERFUM JESUS DEL POZO IN BLACK;8,43175E+12;Proveedores Varios u Ocasionales;PERFUMERIA;HOMBRES;GENERICO
24269;PILA BIC SUPER C 32X2U;70330800830;BIC ARGENTINA S.A.;HOGAR;ACCESOR.DE HOGAR;BIC
23660;PILA BIC SUPER D 32X2U;70330800854;BIC ARGENTINA S.A.;HOGAR;ACCESOR.DE HOGAR;BIC
23659;PILA EVEREADY GOLD GRANDE X2U;39800028853;Carlos Benassi S.R.L.;HOGAR;ACCESOR.DE HOGAR;EVEREADY
24515;PIZZERA ALUMINIO REF.LA PORTEÑ;7,79813E+12;DISTRIBUIDORA GM S.R.L.;HOGAR;BAZAR;LA PORTEÑA
23731;REJILLA BAR RIVIERA X 1U;7,79294E+12;INDUSTRIAS RIVIERA S A;LIMPIEZA;ACCESORIOS DE LIMPIEZA;RIVIERA
69474;REPELENTE CREMA FUYÍ X60CC;77958471;Miguel F.Suñe y Cia.s.r.l.;LIMPIEZA;INSECTICIDAS;FUYI
20780;REPELENTE DR.VAN DER VEE 170ML;7,79225E+12;Laboratorios DOPLAS Argentina S.A.;LIMPIEZA;INSECTICIDAS;Van Der Vee
20779;REPELENTE DR.VAN DER VEE 250C;7,79225E+12;Laboratorios DOPLAS Argentina S.A.;LIMPIEZA;INSECTICIDAS;Van Der Vee
20775;REPELENTE DR.VAN DER VEE 300ML;7,79225E+12;Laboratorios DOPLAS Argentina S.A.;LIMPIEZA;INSECTICIDAS;Van Der Vee
50940;SALSA BLANCA ALICANTE X1,5K;7,79015E+12;Cafe La Virginia s.a.;ALMACEN;ACEITES Y VINAGRES;ALICANTE
23826;TE ROSAMONTE ENSOBRADOS 20X25U;7,79041E+12;HREÑUK S.A;ALMACEN;DESAYUNO;ROSAMONTE
16448;TERMO ACERO INOX;4,97597E+12;DMED S.R.L - LAURY;ESPECIALES;REGIONALES;Laury
24029;TRAMONTINA SET TENED-ESPATULA;0;PORTOBIANCO S.A;HOGAR;BAZAR;TRAMONTINA
19180;V/CAMPO GRANDE CABERNET X4,7L;7,79812E+12;ODA VINOTECA;BEBIDAS;VINOS TINTOS;CAMPO GRANDE
19179;V/CAMPO GRANDE MALBEC X4,7L;7,79812E+12;ODA VINOTECA;BEBIDAS;VINOS TINTOS;CAMPO GRANDE
7820;V/COLECC. PRIVADA CB;7,79125E+12;ODA VINOTECA;BEBIDAS;VINOS TINTOS;NAVARRO CORREAS
24675;V/ELEMENTOS MB ROSE X750;7,79814E+12;ODA VINOTECA;BEBIDAS;VINOS ROSADOS;ELEMENTOS
20833;V/FCA.LOS PRIMOS TINTO X750;7,7907E+12;ODA VINOTECA;BEBIDAS;VINOS TINTOS;Fca.Los Primos
22815;V/FRIZANTE WISH X750;7,79156E+12;ODA VINOTECA;BEBIDAS;VINOS FRIZANTES;WISH
25111;V/GATO NEGRO CHARDONNAY X750;7,79808E+12;ODA VINOTECA;BEBIDAS;VINOS BLANCOS;GATO NEGRO
23343;V/LAS MORAS RDO.SYRAH X750;7,79024E+12;ODA VINOTECA;BEBIDAS;VINOS ROSADOS;LAS MORAS
24756;V/LAS MORAS VIOGNIER DULCE;7,79024E+12;ODA VINOTECA;BEBIDAS;VINOS BLANCOS;LAS MORAS
23517;V/LAVAQUE MB X750;7,79169E+12;ODA VINOTECA;BEBIDAS;VINOS TINTOS;LAVAQUE
8268;V/MICHEL TORINO BLR TTES;7,79019E+12;ODA VINOTECA;BEBIDAS;VINOS BLANCOS;MICHEL TORINO
23177;V/MICHEL TORINO SEL.BCO X700;7,79109E+12;ODA VINOTECA;BEBIDAS;VINOS BLANCOS;MICHEL TORINO
23176;V/MICHEL TORINO TTES X750;7,79019E+12;ODA VINOTECA;BEBIDAS;VINOS BLANCOS;MICHEL TORINO
7821;V/NAVARRO CORREAS SYRAH X750;7,79125E+12;ODA VINOTECA;BEBIDAS;VINOS TINTOS;NAVARRO CORREAS
24370;V/QUARA TTES DCE X750;7,79169E+12;ODA VINOTECA;BEBIDAS;VINOS BLANCOS;QUARA
24708;V/SANTA ANA BLANCO ETIQ.NEGRA;7,79076E+12;ODA VINOTECA;BEBIDAS;VINOS BLANCOS;SANTA ANA
24476;V/SANTA ANA TTO ETIQ.NEGRA;7,79076E+12;ODA VINOTECA;BEBIDAS;VINOS TINTOS;SANTA ANA
23582;V/STA.JULIA SYRAH X750;7,79173E+12;ODA VINOTECA;BEBIDAS;VINOS TINTOS;SANTA JULIA
23522;V/TELTECA MERLOT EST.;7,79808E+12;ODA VINOTECA;BEBIDAS;VINOS TINTOS;Telteca
25388;VAINILLA LIQ.GELFRI 24X100;7,79592E+12;DISTRIBUIDORA DALETH;ALMACEN;REPOSTERIA Y POSTRES;Gelfri
23455;VASO AMASSADINHO NADIR X310ML;7,89116E+12;EL MUNDO DEL BAZAR- Sanchez Rolando;HOGAR;BAZAR;NADIR
76566;ACEITE LEGITIMO GIRASOL X 1,5;7,79832E+12;BUNGE ARGENTINA S A;ALMACEN;ACEITES Y VINAGRES;LEGÍTIMO
76740;ACEITE LEGITIMO GIRASOL X 900M;7,79832E+12;BUNGE ARGENTINA S A;ALMACEN;ACEITES Y VINAGRES;LEGÍTIMO
18146;ACEITE OLIVA INDALO VID X250;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;INDALO
73313;ALMANDOZ ASADERA ALUM.N3 26X32;7,79809E+12;ALMANDOZ;HOGAR;BAZAR;ALMANDOZ
60163;ARROZ AVATI-I 5/0 SELECTO X1KG;7,79817E+12;Storti Cesar Javier;ALMACEN;ARROZ - LEGUMBRES;Avati
30518;ARROZ GARRISON 5/0 L/F X1KG;7,79809E+12;AGRONOR S.A.;ALMACEN;ARROZ - LEGUMBRES;GARRISON
58242;BARRE MAS SIN CABO LA GAUCHITA;7,79824E+12;Distribuidora G.R. S.R.L.;LIMPIEZA;ACCESORIOS DE LIMPIEZA;LA PORTEÑA
73769;BEBIDA DE ALMENDRAS X500ML;7,54697E+11;LOGICA NATURAL SRL;ESPECIALES;DIET Y LIGHT;Felices las Vacas
26034;HIERBAS D/CERRO REDUCYUYOS 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
19306;INFUSION FRAMBUESA X15SAQ;7,79569E+12;JOSE ALEJANDRO DEMARCO SRL;ALMACEN;DESAYUNO;GENERICO
52109;J/BARRA SEISEME 300G;7,79631E+12;Nordeste S.R.L.;LIMPIEZA;CUIDADO PARA LA ROPA;PUPA
10821;PEINE DE BOLSILLO OYONNAX Nº1;7,79078E+12;RESIDENCIAL AMIGOS;PERFUMERIA;CUIDADO DE CABELLO;OYONNAX
33258;PINITO WALKER BLACK X10G;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
33259;PINITO WALKER C-HERRERA X10G;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
50508;PINITO WALKER COCO X10G;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
16674;PINITO WALKER DEL BOSQUE X10G;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
33255;PINITO WALKER FRUTILLA X10G;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
33260;PINITO WALKER KENZO X10G;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
18183;PINITO WALKER ONE X10G;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
23593;PINITO WALKER PACO X10G;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
33256;PINITO WALKER PINO X10G;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
18184;PINITO WALKER SURTIDOS X10G;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;Aromatizantes;WALKER
33202;PINITO WALKER TROPICAL X10G;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
33257;PINITO WALKER VAIN-PRIDE X10G;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
72445;QUESO FYNBO LAC.PREMIUM XKG;0;LACTEOS PREMIUM S.A.;FIAMBRES Y QUESOS;QUESOS;LACTEOS PREMIUM
7236;QUESO SAN LUCIO CUARTIROLO XKG;;SAN LUCIO S.A;FIAMBRES Y QUESOS;QUESOS;SAN LUCIO
57157;TURIMAR 3 CAPAS CHOCOL X 24;77911018;Goloalfa s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;GENERICO
95885;V/OVEJA BLACK RED BLEND X750;7,79816E+12;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS TINTOS;OVEJA BLACK
2028;Y/M PLAYADITO X2KG;7,7937E+12;COOP.AGRICOLA COLONIA LIEBIG LTDA.;ALMACEN;DESAYUNO;PLAYADITO
14118;ACEITE OLIVA INDALO VID X500;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;INDALO
75909;ALF.JORGITO FRUTA X50GRS;77905734;ALFAJORES JORGITO S.A.;ALMACEN;GOLOSINAS Y CHOCOLATES;JORGITO
73314;ALMANDOZ ASADERA ALUM.N4 28X37;7,79809E+12;ALMANDOZ;HOGAR;BAZAR;ALMANDOZ
67334;ARROZ AVATI-I LF 4/0 X1KG;7,79817E+12;Storti Cesar Javier;ALMACEN;ARROZ - LEGUMBRES;Avati
14395;ARROZ GARRISON 4/0 L/F X1KG;7,79809E+12;AGRONOR S.A.;ALMACEN;ARROZ - LEGUMBRES;GARRISON
9856;BRUMOLINE AMARILLLO X100G;7,79215E+12;ARQUIM S.A.;LIMPIEZA;INSECTICIDAS;BRUMOLINE
29039;ESTRELLA WALKER AQUA/VAI-PRIDE;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
20590;ESTRELLA WALKER C/HERRERA X7GR;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
23407;ESTRELLA WALKER KENZO X7GR;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
29040;ESTRELLA WALKER POLO X7GR;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
18970;ESTRELLA WALKER TROPICAL X7GR;7,79805E+12;SUR DISTRIBUCIONES;LIMPIEZA;Aromatizantes;WALKER
26042;HIERBAS D/CERRO DIGESYUYOS 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
19307;INFUSION ROSA MOSQUETA 15SAQ;7,79569E+12;JOSE ALEJANDRO DEMARCO SRL;ALMACEN;DESAYUNO;GENERICO
14242;PIEDRA P/HORNEAR IDEASC RECT;7,79001E+12;ASATO SRL;LIMPIEZA;COCINA;IDEAS
7174;QUESO LA QUESERA AZUL X KG;;DENIS ADOLFO IGNACIO;FIAMBRES Y QUESOS;QUESOS;LA QUESERA
57158;TURIMAR 3 CAPAS BLANCO X 24;77910080;Goloalfa s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;Turimar
95883;V/OVEJA BLACK MB X750;7,79816E+12;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS TINTOS;OVEJA BLACK
23347;ACEITE OLIVA INDALO VID X750;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;INDALO
73315;ALMANDOZ ASADERA ALUM.N5 30X40;7,79809E+12;ALMANDOZ;HOGAR;BAZAR;ALMANDOZ
67165;ARROZ AVATI-I L/F 4/0  X5KG;7,79817E+12;Storti Cesar Javier;ALMACEN;ARROZ - LEGUMBRES;Avati
9858;BRUMOLINE AMARILLO X200G;7,79215E+12;ARQUIM S.A.;LIMPIEZA;INSECTICIDAS;BRUMOLINE
10261;ESPONJA DORADA SED METAL X 15;7,79056E+12;Proveedores Varios u Ocasionales;LIMPIEZA;ACCESORIOS DE LIMPIEZA;SED METAL
61703;FIJA MAS C/PROTEINA 70CC 20VOL;7,791E+12;RAFAEL GALLEGOS SRL;PERFUMERIA;CUIDADO DE CABELLO;Biferdil
26185;FRUTILLA BAHIA ENTERA X 520GR;7,79593E+12;Regional Trade s.a.;ALMACEN;REPOSTERIA Y POSTRES;BAHIA
76402;GRASA CERDO SACHET  X500GR;7,58891E+11;El Nono SRL;ALMACEN;ACEITES Y VINAGRES;FATY
77262;HARINA DE ARROZ BOLSA X500G;7,79812E+12;DISTRIBUIDORA DALETH;ESPECIALES;CELIACOS;NANI
122;HARINA MAIZ INDELMA X1KG;7,79359E+12;Molinos Indelma s.a.;ALMACEN;HARINAS;INDELMA
26040;HIERBAS D/CERRO SEDANYUYOS 70G;7,79802E+12;CALOGERO GIOVANNA FIORELLA;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;HIERBAS DEL CERRO
19308;INFUSION CALAFATE FRUTAL 15SAQ;7,79569E+12;JOSE ALEJANDRO DEMARCO SRL;ALMACEN;DESAYUNO;GENERICO
75942;MORTADELA BOLOG/VEG X KG;0;RAFAELA ALIMENTOS S.A;FIAMBRES Y QUESOS;FIAMBRES;LARIO
18297;POROTO GARRISON NEGRO X400G;7,79809E+12;AGRONOR S.A.;ALMACEN;ARROZ - LEGUMBRES;GARRISON
77166;QUESO EL JUMIAL SARDO XKG;;QUESOS REGIONALES S R L;FIAMBRES Y QUESOS;QUESOS;EL JUMIAL
29493;QUESO LA QUESERA BARRA X KG;;Cassini y Cesaratto;FIAMBRES Y QUESOS;QUESOS;LA QUESERA
95884;V/OVEJA BLACK CB X750;7,79816E+12;AGROVIT RURAL SOCIEDAD ANONIMA;BEBIDAS;VINOS TINTOS;OVEJA BLACK
73798;FRUTA ESCURRIDA (RECOR) XKG;0;RECOR S.R.L.;CONFITERIA;INSUMOS PRODUCCION...;GENERICO
30284;ACEITE OLIVA INDALO LAT X200;7,79809E+12;MINKA S.R.L;ALMACEN;ACEITES Y VINAGRES;INDALO
9872;BRUMOLINE AMARILLO X500G;7,79215E+12;ARQUIM S.A.;LIMPIEZA;INSECTICIDAS;BRUMOLINE
76299;COCTEL DE FRUTAS DLT X800G;7,79831E+12;CONVERFRUT S.A.;ALMACEN;CONSERVAS;DE LA TORRE
61702;FIJA MAS C/PROTEINA 70CC 30VOL;7,791E+12;RAFAEL GALLEGOS SRL;PERFUMERIA;CUIDADO DE CABELLO;Biferdil
