codigo de articulo ;Descripcion;codigo de barras ;Proveedor;Departamento;Categoria;Marca
74326;FILM PVC BRILL FILM 380MM.X1U;0;PAPELERA K&A SRL;DESCARTABLES;DESCARTABLES;GENERICO
31830;FILM WESTFILM PVC X30CM X3MTS;7,79802E+12;Bolsaplast s.r.l.;EOS;;GENERICO
71483;FLAN DDL NOEL X30G;7,79058E+13;ARCOR S.A.I.C.;ALMACEN;;NOEL
68437;FULL MANIHUEVO DE PASC. 18X90G;7,79038E+12;Georgalos Hnos. S.A.I.C.A.;ALMACEN;GOLOSINAS Y CHOCOLATES;GENERICO
60275;FLORINHAS GAONA BATATA 12X300G;7,79813E+12;ALMUZARA DISTRIBUCIONES;ALMACEN;DESAYUNO;GAONA
69418;FLORERO VIDRIO;0;EXP. e IMP. PAR-BRAS S.A.;HOGAR;ACCESOR.DE HOGAR;GENERICO
66454;FIAMBRE PALETA C/AUST MAND.XKG;;CAMPO AUSTRAL SA;FIAMBRES Y QUESOS;FIAMBRES;Campo Austral
32612;FUENTE OVAL OXFORD BLANCA 30CM;7,89136E+12;Carlos Benassi S.R.L.;HOGAR;BAZAR;GENERICO
27152;FUENTON REDONDO X22L;7,79376E+12;LA COPITA;HOGAR;BAZAR;GENERICO
27212;FUENTON NUVA REDONDO X14LT;7,79261E+12;EL MUNDO DEL BAZAR- Sanchez Rolando;HOGAR;BAZAR;NUVA
27058;FUENTE MARINEX OVAL X2,8L;49932634495;LA COPITA;HOGAR;BAZAR;MARINEX
20821;FUENTE MARINEX C/TAP P/ HORNO;49932622218;LA COPITA;HOGAR;BAZAR;MARINEX
22102;FOREVERSTRONG GRIS COUTURE 800;3,60053E+12;LOREAL ARGENTINA S.A.;PERFUMERIA;COSMETICOS;MAYBELLINE
22103;FOREVERSTRONG RED RUBY 528A;3,60053E+12;LOREAL ARGENTINA S.A.;PERFUMERIA;COSMETICOS;MAYBELLINE
9107;FRESAS REAL X720ML;7,79012E+12;ODA VINOTECA;BEBIDAS;SIDRAS;REAL
57070;FRAZADA SIMIL PIEL 2 1/2 PLAZA;57070;TEXSAP S.R.L;TEXTIL;TEXTIL CAMA;TEXSAP
60373;FRAZADA SIMIL GALANT 2 1/2PLAZ;7,79809E+12;TEXSAP S.R.L;TEXTIL;TEXTIL CAMA;TEXSAP
26881;FORZADOR LION BALL YW500;0;LA CASA DEL REPUESTO;EOS;INSUMOS PRODUCCION;Insumos Producción
6602;FRUTA GLASEADA ORIETA X KG;;Goy Widmer y Cia s.a.;FRUTAS Y VERDURAS;HORTALIZAS;ORIETA
63276;FRUTILLAS ENT.SELEC.BAHIA 400G;7,79593E+12;Regional Trade s.a.;ALMACEN;CONSERVAS;BAHIA
76537;FRAMBUESA FRESCA X KILO;0;PINDO SA;FRUTAS Y VERDURAS;FRUTAS;GENERICO
63854;FERNET VITTONE X 1L;7,79029E+12;ODA VINOTECA;BEBIDAS;APERITIVOS;VITTONE
33913;FERNET OTTONE X450;7,79016E+12;ODA VINOTECA;BEBIDAS;APERITIVOS;OTTONE
33382;FANAL CUADR.LE PETIT BCO 12X1U;2E+12;LE PETIT S.R.L;HOGAR;BAZAR;LE PETIT
33383;FANAL CUADR.LE PETIT SURT 12X1;2E+12;LE PETIT S.R.L;HOGAR;BAZAR;LE PETIT
73373;GALL.SURTIDA FATAY X350G;7,79805E+12;DULCYPAS S.A;ALMACEN;DESAYUNO;DULCYPAS
73467;GALL. GLASEADAS FATAY X350GR;7,79805E+12;DULCYPAS S.A;ALMACEN;DESAYUNO;DULCYPAS
73468;GALL.SURTIDA FATAY X200G;7,79805E+12;DULCYPAS S.A;ALMACEN;DESAYUNO;DULCYPAS
73469;GALL. MARIANITA MIEL FATAY 200;7,79805E+12;DULCYPAS S.A;ALMACEN;DESAYUNO;DULCYPAS
73470;GALL. ROSQUITAS FATAY X200G;7,79805E+12;DULCYPAS S.A;ALMACEN;DESAYUNO;DULCYPAS
73471;GALL. CHOC FATAY X200G;7,79805E+12;DULCYPAS S.A;ALMACEN;DESAYUNO;DULCYPAS
33316;CAJA NAVIDEÑA ROJA GDE;33316;GS MICROBOX S.R.L.;HOGAR;BAZAR;GS MICROBOX SRL
78287;FAJA PROTECTORA LUMBAR;0;Proveedores Varios u Ocasionales;EOS;PROMOCIONES;GENERICO
70886;FANTASTICOS DINOS.P/PINTAR/JUG;5;UNION CULTURAL DEL LIBRO S.R.L;HOGAR;LIBRERIA;EOS
11860;C/D KOLYNOS CLASICO X140G;7,89153E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;KOLYNOS
11858;C/D KOLYNOS CLASICO X70G;7,89153E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;KOLYNOS
15303;DEO SPEED STICK AVALANC 125G;7,50955E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HOMBRES;SPEED STICK
11876;C/D KOLYNOS FRESH CRYSTAL X90G;7,7931E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;KOLYNOS
9546;POLVO LIMPIADOR BICLORIN X500G;7,79063E+12;RED DISTRIBUCIONES SRL.;LIMPIEZA;COCINA;BICLORIN
9545;POLVO LIM.RELUSOL X500;7,79063E+12;RED DISTRIBUCIONES SRL.;LIMPIEZA;COCINA;RELUSOL
15364;DEO SPEED STICK VOLCANO 125G;7,50955E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HOMBRES;VOLCAN
11913;C/D ODOL 2 DOBLE FLUOR X70G;7,7931E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;ODOL
18371;CEP.TWISTER +CR DENT 90GR;7,7931E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;TWISTER
17548;CREMA AFEI PALMOLIVE MEN  130G;7,79403E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HOMBRES;PALMOLIVE
17549;CREMA AFEI PALMOLIVE MEN  230G;7,79403E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HOMBRES;PALMOLIVE
10676;DEO. AEROSOL POLY.JOUR X145G;7,7931E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;MUJERES;POLYANA
10677;DEO AERO.POLY.MOMENT X145G;7,7931E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;MUJERES;POLYANA
10678;DEO AERO.POLY.SEDUC. X145G;7,7931E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;MUJERES;POLYANA
23822;SPRAY BUCAL ODOL;7,7931E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;ODOL
19953;J/TOC.PALMOLIVE AMAZ-GUAR X90G;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;TOCADOR;PALMOLIVE
19954;J/TOC.PALMOLIVE AMAZ-LINH X90G;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;TOCADOR;PALMOLIVE
16926;J/TOC.PALMOLIVE N-MILK EX X90G;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;TOCADOR;PALMOLIVE
11347;J/TOC.PALMOLIVE N-MILK HU X90G;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;TOCADOR;PALMOLIVE
22283;SPRAY BUCAL KOLYNOS FRESH X1U;7,7931E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;KOLYNOS
11909;COLGATE PLAX PEPPERMINT X250ML;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;COLGATE
29154;COLGATE PLAX FRESH MINT X 1L;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;COLGATE
11877;COLGATE PLAX OVERNIGHT X 250ML;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;COLGATE
14037;COLGATE PLAX OVERNIGHT X500ML;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;COLGATE
24556;C/D COLGATE TOTAL12 X90G+10G;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;COLGATE
11944;COLGATE PLAX X500-PRECIO 350ML;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;COLGATE
17560;J/TOC.PALMOLIVE YOG.FRUIT X150;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;TOCADOR;PALMOLIVE
19955;J/LIQ.PALMOLIVE GUARA X250;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;TOCADOR;PALMOLIVE
19956;J/LIQ.PALMOLIVE SEM-LINH 250;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;TOCADOR;PALMOLIVE
10900;TALCO PALMOLIVE NATURALS X180G;7,7931E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;TOCADOR;PALMOLIVE
24491;CEP.COLGATE INTERDENT 4MM;7,7931E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;COLGATE
21315;CEP.COLGATE WHITENING SUAVE X1;7,70201E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;COLGATE
50329;CACEROLA/SALSERA C/MANGO Nº18;7,7943E+12;LA AMERICANA;HOGAR;BAZAR;GENERICO
11900;CEP.COLGATE MASSAGER;7,89102E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;COLGATE
70852;FILM 15/380 ECO RESIST.X1000U;0;APINOX S.A.;EOS;INSUMOS PRODUCCION;EOS
54436;ACEITU.EOS EN ESCABECHE;54436;ELABORACION PROPIA;FIAMBRES Y QUESOS;INSUMOS PRODUCCION.....;EOS
28192;CUCHILLA P/CORTAD.DE FIAMBRE;0;DISTRIBUIDORA 25 de Mayo;EOS;INSUMOS PRODUCCION;Insumos Producción
25649;PICADA SELECCION EOS F&Q X1U;;ELABORACION PROPIA;FIAMBRES Y QUESOS;INSUMOS PRODUCCION.....;EOS
72672;PICADA SELECCION QUESOS XKG;0;ELABORACION PROPIA;FIAMBRES Y QUESOS;QUESOS;EOS
50604;QUESO RALLADO EOS XKG;;ELABORACION PROPIA;FIAMBRES Y QUESOS;QUESOS;EOS
68759;FILTRO TELA P/CAFE N°14;7,7943E+12;LA AMERICANA;HOGAR;BAZAR;GENERICO
23341;FILTRO TELA P/CAFE N°16;7794297591107LA AMER;LA AMERICANA;HOGAR;BAZAR;GENERICO
73181;FILM 68X30 LAMINA CRISTAL;0;Proveedores Varios u Ocasionales;DESCARTABLES;DESCARTABLES;GENERICO
74513;ROLLO FILM PVC-300MM X30MTS;0;PAPELERA K&A SRL;DESCARTABLES;DESCARTABLES;GENERICO
76511;FILTRO TELA P/CAFE N°6;7,7943E+12;LA AMERICANA;HOGAR;BAZAR;GENERICO
31737;CHUPETE HIPER VENT FIONA;7,89603E+12;DILA;PERFUMERIA;BEBE;MEMA
28477;C/D COLGATE MI PRIMER COLG X75;7,50955E+12;RED DISTRIBUCIONES SRL.;PERFUMERIA;HIGIENE BUCAL;COLGATE
17260;SET DE MANICURA X5 ART. GEM;72032621010;670;PERFUMERIA;COSMETICOS;GENERICO
32083;PIZZERA ALUMINIO REFORZ. 32CM;7,7943E+12;LA AMERICANA;HOGAR;BAZAR;Laury
14946;PATE PIM/CIRUELAS AHUM X 175;7,79805E+12;RANDOMCORP S.A.;ALMACEN;CONSERVAS;GENERICO
60462;SAL MARINA E/FINA FRACC XKG;;EXP. e IMP. PAR-BRAS S.A.;ALMACEN;DESAYUNO;ST.LOPEZ
24111;ALCOHOL DE QUEMAR FRAU 1L;7,79655E+12;MELIAN S.A;HOGAR;ACCESOR.DE HOGAR;FRAU
76475;ANILLAS CALAMAR IVARS XKG;0;IVARS TORRES ARIEL EDUARDO;CONGELADOS;PESCADOS Y MARISCOS;GENERICO
76474;CHUPIN PREMUIM FRIGOR.IVARS XK;0;IVARS TORRES ARIEL EDUARDO;CONGELADOS;PESCADOS Y MARISCOS;GENERICO
76469;FILET MERLUZA REBOZ.IVARS XKG;0;IVARS TORRES ARIEL EDUARDO;CONGELADOS;PESCADOS Y MARISCOS;GENERICO
76470;FILET SALMON ROSADO IVARS XKG;0;IVARS TORRES ARIEL EDUARDO;CONGELADOS;PESCADOS Y MARISCOS;GENERICO
76468;LOMO ATUN FRIGOR.IVARS XKG;0;IVARS TORRES ARIEL EDUARDO;CONGELADOS;PESCADOS Y MARISCOS;GENERICO
76476;MARISCOS P/SALSA IVARS XKG;0;IVARS TORRES ARIEL EDUARDO;CONGELADOS;PESCADOS Y MARISCOS;GENERICO
76473;MEDALLON MERLUZA REBOZADO XKG;0;IVARS TORRES ARIEL EDUARDO;CONGELADOS;PESCADOS Y MARISCOS;GENERICO
76472;SALMON BLANCO FILETES IVARS XK;0;IVARS TORRES ARIEL EDUARDO;CONGELADOS;PESCADOS Y MARISCOS;GENERICO
76471;SALMON ROSADO RODAJA IVARS XKG;0;IVARS TORRES ARIEL EDUARDO;CONGELADOS;PESCADOS Y MARISCOS;GENERICO
76466;SURUBI E/RODAJAS IVARS XKG;0;IVARS TORRES ARIEL EDUARDO;CONGELADOS;PESCADOS Y MARISCOS;GENERICO
76467;SURUBI ENTERO.FRIGOR.IVARS XKG;0;IVARS TORRES ARIEL EDUARDO;CONGELADOS;PESCADOS Y MARISCOS;GENERICO
33330;DURAZNO ALCO E/CUBOS 6X3KG;7,79009E+12;Ind.Ali.Mendocinas s.a.;ALMACEN;CONSERVAS;ALCO
27252;DURAZNO CANALE E/CUBOS 6X3KG;7,7981E+12;Ind.Ali.Mendocinas s.a.;ALMACEN;CONSERVAS;CANALE
50399;DURAZNO ALCO E/MITADES 12X820G;7,79009E+12;Ind.Ali.Mendocinas s.a.;ALMACEN;CONSERVAS;ALCO
51239;DURAZNO ALCO E/MIT LIGH 12X800;7,79009E+12;Ind.Ali.Mendocinas s.a.;ALMACEN;CONSERVAS;ALCO
5565;DURAZNO CANALE E/MIT LIG X800;7,7981E+12;Ind.Ali.Mendocinas s.a.;ALMACEN;CONSERVAS;CANALE
5629;DURAZNO ALCO E/MITADES X3KG;7,79009E+12;Ind.Ali.Mendocinas s.a.;ALMACEN;CONSERVAS;ALCO
5630;PERAS ALCO E/MIT X820G;7,79009E+12;Ind.Ali.Mendocinas s.a.;ALMACEN;CONSERVAS;ALCO
32016;PERAS ALCO E/MIT LIGHT 12X800G;7,79009E+12;Ind.Ali.Mendocinas s.a.;ALMACEN;CONSERVAS;ALCO
5601;COCTEL 4 FRUTAS ALCO X820G;7,79009E+12;Ind.Ali.Mendocinas s.a.;ALMACEN;CONSERVAS;ALCO
5655;COCTEL 5 FRUTAS ALCO X820G;7,79009E+12;Ind.Ali.Mendocinas s.a.;ALMACEN;CONSERVAS;ALCO
22211;COCTEL 5 FRUTAS ALCO LIG X800G;7,79009E+12;Ind.Ali.Mendocinas s.a.;ALMACEN;CONSERVAS;ALCO
28981;DAMASCO CANALE 12X820;7,7981E+12;Ind.Ali.Mendocinas s.a.;ALMACEN;CONSERVAS;CANALE
77022;MANI DEC HONEY C/MIEL X220GR;7,56059E+11;SABORESAR SRL;SNACK;MANIES;DEC - Desde el Campo
74719;MANI DEC SPICY ROASTED X220GR;7,24374E+11;SABORESAR SRL;FRUTAS Y VERDURAS;;DEC - Desde el Campo
32551;FUENTON ALUMINIO 40CM X15LTS;7,7943E+12;LA AMERICANA;HOGAR;BAZAR;GENERICO
32552;FUENTON ALUMINIO 45CM X18L;7,7943E+12;LA AMERICANA;HOGAR;BAZAR;GENERICO
52254;FUENTON AMERICANA C/ASA X18LT;7,7943E+12;LA AMERICANA;HOGAR;BAZAR;GENERICO
52255;FUENTON AMERICANA C/ASA X15LT;7,7943E+12;LA AMERICANA;HOGAR;BAZAR;GENERICO
50326;CACEROLA ALUMINIO RECTA Nº18;7,7943E+12;LA AMERICANA;HOGAR;BAZAR;GENERICO
50327;CACEROLA ALUMINIO RECTA Nº20;7,7943E+12;LA AMERICANA;HOGAR;BAZAR;GENERICO
50328;CACEROLA ALUMINIO RECTA Nº22;7,7943E+12;LA AMERICANA;HOGAR;BAZAR;GENERICO
16265;LIQ.LIMP.ODEX AMONIACO X2L;7,73102E+12;RED DISTRIBUCIONES SRL.;LIMPIEZA;COCINA;ODEX
64793;LIBROS (G) DECORACION-NOVELAS;7,79222E+12;SOLQUIN EDITORIAL;HOGAR;LIBRERIA;Editorial Solquin
53038;ENSALADERA STRIPES NARAN X12CM;8,83314E+11;MERCATOR S.A;HOGAR;BAZAR;Mercator
53034;PLATO HONDO STRIPES ORANGE;8,83314E+11;MERCATOR S.A;HOGAR;BAZAR;Mercator
53035;PLATO POSTRE STRIPES ORANGE;8,83314E+11;MERCATOR S.A;HOGAR;BAZAR;Mercator
53037;BOWL LUMINARC NARANJA X12CM;8,83314E+11;MERCATOR S.A;HOGAR;BAZAR;LUMINARC
53036;PLATO PLAYO STRIPES ORANGE;8,83314E+11;MERCATOR S.A;HOGAR;BAZAR;Mercator
62541;BUDIN INGLES FIJO Nº2 20X8X7CM;7,79035E+12;OSA DISTRIBUIDORA;HOGAR;BAZAR;GENERICO
62542;BUDIN INGLES EXTENSIBLE 24 A39;7,79035E+12;OSA DISTRIBUIDORA;HOGAR;BAZAR;GENERICO
68912;TUBITO GUAR.X1L;7,79802E+12;TUBITO S.R.L.;BEBIDAS;3;GENERICO
68908;TUBITO GUARANA X1.5;7,79802E+12;TUBITO S.R.L.;BEBIDAS;;GENERICO
26890;GAS FREON R22 XKG;0;LA CASA DEL REPUESTO;EOS;INSUMOS PRODUCCION;Insumos Producción
32291;GAS FREON R-22 TUBO DESC.;0;LA CASA DEL REPUESTO;EOS;INSUMOS PRODUCCION;Insumos Producción
69973;GASEOSA MANAOS GUARANA X 2,25;7,79811E+12;DISTRIBUIDORA JC S.R.L.;EOS;EOS;MANAOS
27768;GASTOS P/CHACRA;0;Proveedores Varios u Ocasionales;EOS;CONTADURIA;GENERICO
27007;GASTOS PINTURERIA;0;Proveedores Varios u Ocasionales;EOS;CONTADURIA;GENERICO
32885;GASTOS SERVICE VEHICULAR;0;Jucarel Repuestos y Lubricentro;EOS;CONTADURIA;GENERICO
18350;GASTOS DE LIMPIEZA;0;EXP. e IMP. PAR-BRAS S.A.;EOS;CONTADURIA;GENERICO
33110;GASTO LAVANDERIA;0;SECCO RAP;EOS;CONTADURIA;EOS
17356;GASTO REPARACION MANTENIMIENTO;0;EXP. e IMP. PAR-BRAS S.A.;EOS;CONTADURIA;EOS
31376;GIGANTE ANTIBAC REP LLU 12X500;7,79083E+12;Jose Guma s.a.;LIMPIEZA;Aromatizantes;GIGANTE
53013;GIGANTE ANTIGRASA LIM GAT X500;7,79083E+12;Jose Guma s.a.;LIMPIEZA;COCINA;GIGANTE
68901;TUBITO GUAR.X2.25;7,79802E+12;TUBITO S.R.L.;BEBIDAS;;GENERICO
28186;GUIA T P/SIERRA(TEFLON);0;DISTRIBUIDORA 25 de Mayo;CARNES;INSUMOS PRODUCCION..;GENERICO
68435;GATURRO HUEVO DE PASCUA 30X45G;7,79038E+12;Georgalos Hnos. S.A.I.C.A.;ALMACEN;GOLOSINAS Y CHOCOLATES;GEORGALOS
30182;GEL.BIC+MAQ.CB09800383 X1U;70330770973;BIC ARGENTINA S.A.;HOGAR;LIBRERIA;BIC
30183;GEL.BIC+MAQ.CB09800384 X1U;70330770997;BIC ARGENTINA S.A.;PERFUMERIA;HOMBRES;BIC
61496;GLOBO LIMPIA TECHOS LA PORTEÑA;7,79813E+12;DISTRIBUIDORA GM S.R.L.;LIMPIEZA;ACCESORIOS DE LIMPIEZA;LA PORTEÑA
74642;GALL.OBLEA RELLENA S/FRU.X92G;7,79807E+12;AGRONOR S.A.;ALMACEN;DESAYUNO;OBLEA
14777;GEL DUCHA AXE MARINE 250ML;7,79129E+12;UNILEVER DE ARGENTINA S.A;PERFUMERIA;TOCADOR;AXE
30628;GELTEK HOGAR X15ML;30628;SANITEK S.H.;LIMPIEZA;INSECTICIDAS;GELTEK
65620;GLADE AUTOSP.FULL ATTRACTIC X6;7,79052E+12;Miguel F.Suñe y Cia.s.r.l.;LIMPIEZA;Aromatizantes;GLADE
73694;GLADE AUTOM.RTO.LIMON R.X170G;7,79052E+12;Miguel F.Suñe y Cia.s.r.l.;LIMPIEZA;Aromatizantes;GLADE
17013;GILLETTE TRAC2 PLUS X 4UN;7,50101E+12;Proveedores Varios u Ocasionales;PERFUMERIA;HOMBRES;GILLETTE
14554;GALL.REX QUESO CREM X60G;7,79004E+12;Pezuk Ruben Ramon - Arcor;ALMACEN;DESAYUNO;REX
70074;GELATINA S.SABOR GENERICO XKG;0;Generico;EOS;EOS;GENERICO
4305;GALL.MAYCO SOJA X 190G;7,7946E+12;ALQUIMIA S.R.L.;ALMACEN;DESAYUNO;MAYCO
78537;GALL.RELL.VAIN.LA PROVID.X220G;7,79814E+12;COMPLEJO ALIMENTICIO SAN SALVADOR S.A.;ALMACEN;DESAYUNO Y MERIENDA;LA PROVIDENCIA
78639;GALL.RELL.VAIN.LA PROVID.X119G;7,79814E+12;COMPLEJO ALIMENTICIO SAN SALVADOR S.A.;ALMACEN;GOLOSINAS Y CHOCOLATES;LA PROVIDENCIA
78640;GALL.RELL.VAIN.LA PROVID.X357G;7,79814E+12;COMPLEJO ALIMENTICIO SAN SALVADOR S.A.;ALMACEN;GOLOSINAS Y CHOCOLATES;LA PROVIDENCIA
5405;GELAT.ROYAL DURAZ X170G;7,79333E+12;ALQUIMIA S.R.L.;ALMACEN;REPOSTERIA Y POSTRES;ROYAL
5384;GELAT.ROYAL NARANJA X170G;7,79333E+12;ALQUIMIA S.R.L.;ALMACEN;REPOSTERIA Y POSTRES;ROYAL
74479;GAMBA DESVENADA X KG;0;ALIMENPES S.A;CONGELADOS;PESCADOS Y MARISCOS;GENERICO
62093;GINEBRA BOLS BICENTENARIO;7,7912E+12;ODA VINOTECA;BEBIDAS;BEBIDAS BLANCAS;BOLS
66347;GAMUZA SINTETICA WALKER;7,79805E+12;WERNER JONATAN GUILLERMO;LIMPIEZA;MUEBLES METALES Y POMADAS;WALKER
26766;GANCHO CROMADO(8X8);0;DISTRIBUIDORA 25 de Mayo;CARNES;INSUMOS PRODUCCION..;Insumos Producción
10060;GUANTES SILKEY AFELPADOS CHICO;6,93567E+12;HAIRS COLOURS S.A.;HOGAR;BAZAR;SILKEY
28320;GUANTES GOMA AFELP.EXTRA GRAND;7,79809E+12;LONECO S.A;LIMPIEZA;COCINA;GENERICO
28313;GUANTES GOMA EXT.AFELP.CHICO;7,79809E+12;LONECO S.A;LIMPIEZA;COCINA;GENERICO
28314;GUANTES GOMA EXT.AFELP.GRANDE;7,79809E+12;LONECO S.A;LIMPIEZA;COCINA;GENERICO
28315;GUANTES GOMA EXT.AFELP.MEDIANO;7,79809E+12;LONECO S.A;LIMPIEZA;COCINA;GENERICO
10059;GUANTE SILKEY AFELPAD.LARGE;6,93567E+12;HAIRS COLOURS S.A.;HOGAR;BAZAR;SILKEY
26759;GUANTE ANTICORTE SPECTRA;0;DISTRIBUIDORA 25 de Mayo;EOS;ELEMENTOS -SEGURIDAD E HIGIENE;GENERICO
70067;GARBANZOS GENERICO XKG;0;Generico;EOS;EOS;GENERICO
31377;GORRO POWER RANGERS X8;7,89118E+12;MILENIUM DE Harry Miguel Wulf;PERFUMERIA;CUIDADO DE CABELLO;DISNEY
12737;GORRO CUMPLE VACAS VAQ X8U;7,89118E+12;Total Alimentos (de MaResp Inscriptoa I.;HOGAR;BAZAR;REGINA
68778;GRISINES SALVADO C/SESAMO XKG;0;ELABORACION PROPIA;PANADERIA;DEPARTAMENTO 8;EOS
68777;GRISINES EOS CON SEMILLAS XKG;0;ELABORACION PROPIA;PANADERIA;ELABORADOS;EOS
61061;GRISINES LA NEGRITA 20X250G;7,79815E+12;DISTRIBUIDORA ALVAREZ;ALMACEN;DESAYUNO;LA NEGRITA
58138;GRISINES MAITEN S/SAL 10X200G;7,79811E+12;GABRIEL BARRENECHE S.A.;ALMACEN;DESAYUNO;MAITEN
27223;GORRAS ROJAS BORDADAS EOS;0;STAUD, JUAN CARLOS;HOGAR;BAZAR;GENERICO
31378;GORRO DISNEY BAMBI X8;7,89118E+12;MILENIUM DE Harry Miguel Wulf;PERFUMERIA;CUIDADO DE CABELLO;DISNEY
28187;GUIA REDONDA DE SIERRA(TEFLON);0;DISTRIBUIDORA 25 de Mayo;CARNES;INSUMOS PRODUCCION..;Insumos Producción
20160;GRAN CEREAL COSTA MUESLI X135G;7,80222E+12;Proveedores Varios u Ocasionales;ALMACEN;DESAYUNO;COSTA
19673;GRANADINA SMASH 990ML;7,79014E+12;Generico;BEBIDAS;APERITIVOS;GENERICO
52617;PLATO PLAYO TRIANON NGO X24CM;8,83314E+11;MERCATOR S.A;HOGAR;BAZAR;Mercator
52618;PLATO HONDO TRIANON NGO X22CM;8,83314E+11;MERCATOR S.A;HOGAR;BAZAR;Mercator
52619;PLATO POSTRE TRIANON NGO X19CM;8,83314E+11;MERCATOR S.A;HOGAR;BAZAR;Mercator
52620;SET TAZA TE TRIANON NGO X6U;8,83314E+11;MERCATOR S.A;HOGAR;BAZAR;Mercator
77888;GALL.FRANKS CHOC.S/TACC X120G;7,79834E+12;FUNCIONAL FOODS S.A.S;ESPECIALES;CELIACOS;FRANK´S
77889;GALL.FRANKS LIMON S/TACC X120G;7,79834E+12;FUNCIONAL FOODS S.A.S;ESPECIALES;CELIACOS;FRANK´S
77890;GALL.FRANKS C/CHIP S/TACC X120;7,79834E+12;FUNCIONAL FOODS S.A.S;ESPECIALES;CELIACOS;FRANK´S
77892;BIZC.FRANKS QUESO S/TACC X100G;7,79834E+12;FUNCIONAL FOODS S.A.S;ESPECIALES;CELIACOS;FRANK´S
77893;BIZC.FRANKS S/TAC C/SEMIL X100;7,79834E+12;FUNCIONAL FOODS S.A.S;ESPECIALES;CELIACOS;FRANK´S
77891;GALL.FRANKS C/ARAN Y CHIA X130;7,79834E+12;FUNCIONAL FOODS S.A.S;ESPECIALES;CELIACOS;FRANK´S
27677;GALLINA X KG;;LAS CAMELIAS S.A;CARNES;DEPARTAMENTO 9;GENERICO
67169;GALL.YAYITAS X275GR;7,79167E+12;DIELO S A;ALMACEN;DESAYUNO;FANTOCHE
20367;GALL.YAYITA BLACK X275G;7,79167E+12;DIELO S A;ALMACEN;DESAYUNO;FANTOCHE
15304;GALL.FANTOCHE HOROSCOPO X300;7,79167E+12;DIELO S A;ALMACEN;DESAYUNO;FANTOCHE
4677;GALL.FANTOCHE MARM X350G;7,79167E+12;DIELO S A;ALMACEN;DESAYUNO;FANTOCHE
4428;TAPITAS FANTOCHE X350G;7,79167E+12;DIELO S A;ALMACEN;DESAYUNO;FANTOCHE
23144;GALL.FANTOCHE SURTIDO X360G;7,79167E+12;DIELO S A;ALMACEN;DESAYUNO;FANTOCHE
4168;GALL.FANTOCHE ESPUMITAS X300G;7,79167E+12;DIELO S A;ALMACEN;DESAYUNO;FANTOCHE
57087;GARBANZOS ELIO X400;7,79805E+12;DON ELIO S.A;ALMACEN;ARROZ - LEGUMBRES;Don Elio
75535;DULCE BATATA GENERICO XKG;0;ELABORACION PROPIA;BUFFET;INSUMOS PRODUCCION......;GENERICO
75536;DULCE MEMBRILLO GENERICO XKG;0;ELABORACION PROPIA;BUFFET;INSUMOS PRODUCCION......;GENERICO
55346;GALL.HOJALMAR LA LARGUITA 250G;7,79345E+12;TRUST FOODS SRL;ALMACEN;DESAYUNO;Hojalmar
