codigo de articulo ;codigo de barras ;Nombre de producto;Departamento;Categoria
53753;;SEMILLA SESAMO BAVOSI XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68805;0;SEMILLA SESAMO BCO.BAVOSI XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67451;;SEMILLA DE SESAMO BCO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
59380;;SEMILLA DE CHIA X KG NACIONAL;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
29198;;SEMILLA DE LINO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68347;;SEMIL/GIRASOL PELAD.BAVOSI XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
29199;;SEMILLA DE AMAPOLA AZUL X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68806;0;SEMILLA AMARANTO BAVOSI XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
70049;0;NUEZ PEL.CUARTILLO EX/LIG.XKG;FRUTAS Y VERDURAS;HORTALIZAS
68802;0;SEMI.ZAPALLO PELADO BAVOSI XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
70617;0;CHIMICHURRI CUMANA X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
13759;;MEDALLONES DE DAMASCO YASHA.XK;FRUTAS Y VERDURAS;HORTALIZAS
13761;;ALMENDRA ELEGIDA NOPAREID XKG;FRUTAS Y VERDURAS;HORTALIZAS
54516;7790495002575;LECITINA DE SOJA Y-YANG X100G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
26485;;ALMENDRAS PEL.NONPAREILL XKG;FRUTAS Y VERDURAS;HORTALIZAS
28749;;ALMENDRAS VARIEDAD X KG;FRUTAS Y VERDURAS;HORTALIZAS
58435;;AVELLANAS S/CASCARA X KG;FRUTAS Y VERDURAS;HORTALIZAS
70039;0;AVELLANA PELADA  XKG;FRUTAS Y VERDURAS;HORTALIZAS
26700;26700;NUEZ BAVOSI CRTAS.EXT-LIGH XKG;FRUTAS Y VERDURAS;HORTALIZAS
67452;;NUEZ MARIPOSA PEL EX.LIGHT XKG;FRUTAS Y VERDURAS;HORTALIZAS
57608;;CASTAÑA DE CAJU X KG;FRUTAS Y VERDURAS;HORTALIZAS
74927;0;CASTAÑA DE CAJU TOST.SAL XKG;FRUTAS Y VERDURAS;FRUTAS
55576;;AZUCAR RUBIA Y-YANG  XKG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
63104;;HARINA DE ALGARROBA X KG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
3924;7790495000564;SEMILLA GIRASO PEL.Y-YANG X250;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
63102;;GIRASOL PELADO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68803;0;PISTACHO NAT.S/C CUMANA XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
60328;;PISTACHO TOST.S/C CUMANA X KG;FRUTAS Y VERDURAS;HORTALIZAS
67675;7798144780478;CIRUELAS C/CAROZO D/AGEN X500G;FRUTAS Y VERDURAS;HORTALIZAS
67682;7798144780591;DURAZNOS PELONES X500GR;FRUTAS Y VERDURAS;HORTALIZAS
67681;7798144784636;FRUTILLAS DESHIDRATADAS X500GR;FRUTAS Y VERDURAS;HORTALIZAS
67677;7798144780805;PERAS WILLIANS MEDALLONES 500G;FRUTAS Y VERDURAS;HORTALIZAS
68156;68156;AJI CAYENA ROJOL A.GOURM.500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68153;;AJI CAYENA ROJOL  X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67889;7798144781796;AJI MOLIDO AROMAS GOURMET X500;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67731;67731;COREANDRO EN GRANO X 500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68108;68105;COREANDRO EN GRANO X1KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68027;7798144784766;MOSTAZA AMARILLA GRANOS X500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68126;68126;MOSTAZA AMARILLA GRANOS X1K;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67684;;CANELA MOLIDA AROM.GOURM XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67674;;CARDAMOMO ENTERO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68152;68152;CARTAMO SEMILLA X500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68012;68012;CLAVO DE OLOR ENTERO X1KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68022;68022;CLAVO DE OLOR MOL.GOURMET 500G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67770;;CLAVO DE OLOR MOL.GOURMET XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67683;7798144780225;COMINO EN GRANO X500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68028;68028;COMINO AROMAS GOURMET X1KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67700;;COREANDRO MOLIDO AR.GOURMET XK;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68020;68020;ENEBRO A.GOURMET X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67673;7798144785107;ENELDO AROMAS GOURMET X500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68154;;ENELDO AROMAS GOURMET X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68121;;GARAM MASALA X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67672;67672;SEMILLA DE GIRASOL TOST 500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68029;68029;HINOJO SEMILLAS X500;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68015;68015;HINOJO SEMILLA X1KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67665;;HONGOS SECOS AROM.GOURMET 500G;FRUTAS Y VERDURAS;HORTALIZAS
68010;68010;JENGIBRE ENTERO RAIZ X 500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68033;68033;MOSTAZA AMARILLA EN POLVO 500G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68032;68032;MOSTAZA AMARILLA EN POLVO 1KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68013;68013;MOSTAZA MARRON EN GRANOS X500G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68031;68031;RUCO SEMILLA X500GR A.GOURMET;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67671;;SEMILLA SESAMO BCO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68034;68034;SEMILLA SESAMO INTEG.TOST 500G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68014;7798144784773;SEMILLA  SESAMO INTREGAL X500G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68030;68030;ZAHTAR AROMAS GOURMET X1KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67668;7798144785176;POLVO HORNEAR AROMA GOURMET 1K;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67676;7798144784667;EMPAQUE MIXTO FRUTAS/SEM 500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67669;7798144785213;FRUTAS ESCURRIDAS AROM.G 500GR;FRUTAS Y VERDURAS;HORTALIZAS
67667;7798144780775;PASA UVA RUB.S/SEM AROMA 500GR;FRUTAS Y VERDURAS;HORTALIZAS
68019;68019;PREMEZCLA NATURAL X500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67666;;TOMATE DESEC.AROM.GOURMET XKG.;FRUTAS Y VERDURAS;HORTALIZAS
68157;68157;AJI CAYENA AMARILLA 500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67771;;BAHARAT AROMA GOURMET XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68021;68021;BAHARAT 7 ESPECIAS X500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68011;68011;CACAO CASCARILLA X 500GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
3854;7790495000571;SEMILLA GIRASOL Y-YANG X250G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
76243;76243;MIX FRUTOS SECOS CUMANA XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
55575;7790495000885;SEMILLA ZAPALLO Y-YANG X250G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
27455;;CIRUELA S/CAR.YASHAR XKG;FRUTAS Y VERDURAS;HORTALIZAS
27456;;PASA UVA MOROCHA GDE.YASHAR XK;FRUTAS Y VERDURAS;HORTALIZAS
27615;0;NUECES MARIPOSA EX-LIGHT XKG;FRUTAS Y VERDURAS;HORTALIZAS
27924;27924;TOMATE SECOS PEONCITO X 1KG;FRUTAS Y VERDURAS;HORTALIZAS
29388;;PASAS UVA JUMBO  X KILO;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
63100;7790495001332;ALGA MARINA NORI TOS/MOL X 50G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
30664;705105698830;CARBON VEGETAL CARBOCOR X3KG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
30837;0;MEDALLON DE DURANZO YASHAR XKG;FRUTAS Y VERDURAS;HORTALIZAS
31090;;CIRUELAS BOMBON X KILO;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
70037;0;PROVENZAL DESHIDRATADA X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
75467;0;ANANA GLACE.EN CUBOS(VERD)X KG;FRUTAS Y VERDURAS;HORTALIZAS
73023;0;FRUTA SURTIDA  GLACE.X KG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
68016;;JENGIBRE MOLIDO EL PEONC.X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
71145;7791351132825;HONGOS SHITAKE ENT.X1KG;FRUTAS Y VERDURAS;HORTALIZAS
77796;;HONGOS SECOS GIRGOLAS XKG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
26546;7791351133044;MANZANA DESH.EN CUBOS X KILO;FRUTAS Y VERDURAS;HORTALIZAS
70044;0;ANANA GLACE.EN CUBOS  XKG;FRUTAS Y VERDURAS;HORTALIZAS
76919;0;COCO GLACE EN CUBOS PEONC.XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
73088;0;POMELO GLACE.VERDE  CUBOS X KG;FRUTAS Y VERDURAS;HORTALIZAS
70038;0;FRUTA ESCURRIDA P/PAN DULCE XK;FRUTAS Y VERDURAS;HORTALIZAS
26517;7791351133990;CIRUELA PRESID MEDIAN.S/C XKIL;FRUTAS Y VERDURAS;HORTALIZAS
71149;0;CURCUMA MOLIDA EL PEONCITO XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
69763;7791351134706;CURRY EN POLVO PEONCITO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
26525;7791351136915;SEMILLA SESAMO PEL.BCO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
77797;;DURAZNO MEDIO SECOS MEDIANO XK;FRUTAS Y VERDURAS;FRUTAS SUELTAS
70618;0;ADOBO PARA PIZZA EL PEONC.X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
77586;0;ALBAHACA EN POLVO  XKG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
76334;0;COMINO MOLIDO EL PEONC.XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
63069;;LAUREL EN HOJAS XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
72658;0;PEREJIL GRANEL DESHID. XKG;FRUTAS Y VERDURAS;HORTALIZAS
76920;0;PIMIEN.JAMAICA GRANO PEONC.XKG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
70041;0;CIRUELA D´AGEN S/C T/BOMBON XK;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
26491;;PASA UVA NGA.JUMBO NORMAL X KG;FRUTAS Y VERDURAS;HORTALIZAS
77798;;PASAS UVA RUBIA NORMAL JUMB XK;FRUTAS Y VERDURAS;FRUTAS SUELTAS
52496;;HIGO SMIRNA EN CUBOS  X KG;FRUTAS Y VERDURAS;HORTALIZAS
71385;7797906001943;BROCOLI X2KG;FRUTAS Y VERDURAS;HORTALIZAS
53225;53225;JENGIBRE MOLIDO Y-YANG X1KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
70303;0;ANANA GLACE.EN CUBOS(ROJO)X KG;FRUTAS Y VERDURAS;HORTALIZAS
71161;0;MELON GLACE EN CUBOS X KG;FRUTAS Y VERDURAS;HORTALIZAS
26513;7791351134096;DATIL ROJO/JUJUBE X KILO;FRUTAS Y VERDURAS;HORTALIZAS
76624;0;CEREZAS GLACE EL PEONCITO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
76333;7791351133211;CASTAÑA CAJU ENTERA  XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
70306;0;SEMILLA DE AMARANTO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67670;;AJI TRITURADO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
72721;0;AJI MOLIDO PICANTE EL PEON.XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
76449;0;HIGO NEGRO GDE.EL PEONC.X KG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
26538;7791351140455;BAYAS DE GOJI X KILO;FRUTAS Y VERDURAS;HORTALIZAS
70302;0;LECHE DE COCO EN PVO.X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
73096;7791351145351;PAPAYA GLACE.EN CUBOS X KG;FRUTAS Y VERDURAS;HORTALIZAS
26488;;PISTACHOS PEONCITO C/C PYS XKG;FRUTAS Y VERDURAS;HORTALIZAS
68804;0;DAMASCO DESECADO CUBOS XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
73097;7791351145900;COCO EN ESCAMAS -FLAKES X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
70619;7791351140226;CACAO AMARGO EL PEONC.E/POL.XK;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
78774;0;PISTACHOS C/CASC TOST.S/SAL XK;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
52736;52736;FRUTA NEVADA SURTIDA X KILO;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
53561;53561;TOMATE SECO DESHIDR.XKG;FRUTAS Y VERDURAS;HORTALIZAS
53667;;PASA UVA RUBIA YASHAR XKG;FRUTAS Y VERDURAS;HORTALIZAS
50073;;PEREJIL .DESHID X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
58986;58986;PIMIENTA ROJA E/GRANO X KG;FRUTAS Y VERDURAS;HORTALIZAS
59077;59077;HIGOS DESHIDRATADO YASHAR XKG;FRUTAS Y VERDURAS;HORTALIZAS
60329;0;ALMENDRAS NON PAREIL  XKG;FRUTAS Y VERDURAS;HORTALIZAS
70492;7790150611104;MIX SEMILLAS PANES-MASAS X150G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
70413;7790150611159;SEMIL.ARROCES-CARNES ALIC.X150;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
70414;7790150612002;FRUT.SEC.ALMENDRAS ALIC.X100G;FRUTAS Y VERDURAS;HORTALIZAS
70415;7790150612057;FRUT.SEC.NUECES ALICANTE X80G;FRUTAS Y VERDURAS;HORTALIZAS
70416;7790150612101;FRUT.SEC.SNACKS ALICANTE X120G;FRUTAS Y VERDURAS;HORTALIZAS
70417;7790150612156;FRUT.SEC.PREMIUM ALICANTE X100;FRUTAS Y VERDURAS;HORTALIZAS
70418;7790150612200;FRUT.SEC.TROPICAL ALICAN.X100G;FRUTAS Y VERDURAS;HORTALIZAS
61869;;CEREZAS GLASEADAS DEL SUR XKG;FRUTAS Y VERDURAS;HORTALIZAS
64737;;ROSELLA SILVESTRE X KILO;FRUTAS Y VERDURAS;FRUTAS SUELTAS
67421;0;NUEZ MARIPOSA EXTRA LIGHT XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
67679;;ARANDANO DESHIDRATA.YASHAR XKG;FRUTAS Y VERDURAS;HORTALIZAS
68472;0;ANANA RODAJA X KG;FRUTAS Y VERDURAS;FRUTAS
68581;0;JENGIBRE MOLIDO XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68584;0;CLAVO DE OLOR XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68586;0;CIRUELA C/CAROZO YASHAR XKG;FRUTAS Y VERDURAS;HORTALIZAS
68588;0;CANELA EN RAMA XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
68591;0;COMINO EN GRANO XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
69638;0;CIRUELA DAGEN C/CAROZO X KG;FRUTAS Y VERDURAS;HORTALIZAS
69640;0;DURAZNOS MEDALLONES X500G;FRUTAS Y VERDURAS;HORTALIZAS
69641;0;PERAS DESH.EN CUBOS X KG.;FRUTAS Y VERDURAS;HORTALIZAS
69642;0;AJI NOMOTO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
69643;0;AJI MOLIDO PREMIUM X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
69644;0;CARDAMOMO MOLIDO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
69645;0;HONGOS BOLETUS CHILENOS X KG;FRUTAS Y VERDURAS;HORTALIZAS
69646;0;ZATHAR X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
69647;0;SEMILLAS ZARAGATONA X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
69648;0;HONGOS SHITAKE X KG;FRUTAS Y VERDURAS;HORTALIZAS
76069;0;HONGOS SHITAKE X100GR;FRUTAS Y VERDURAS;FRUTAS SUELTAS
76068;0;HONGOS SHITAKE X50GR;FRUTAS Y VERDURAS;FRUTAS SUELTAS
69649;0;DURAZNOS CUBETEADOS X KG;FRUTAS Y VERDURAS;HORTALIZAS
69650;0;AJI CAYENA AMARILLA X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
69651;0;SEMILLAS AMARENTO ENTERO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
69652;0;BAHARAT 7 ESPECIAS X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
71925;0;CAQUI XKG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
71968;71968;MORA X KG;FRUTAS Y VERDURAS;FRUTAS
72378;0;MIX SECOS YASHAR XKG;FRUTAS Y VERDURAS;HORTALIZAS
72379;0;MIX FRUTAL S/MANI YASHAR XKG;FRUTAS Y VERDURAS;HORTALIZAS
72388;0;MELON SAPO XKG;FRUTAS Y VERDURAS;VERDURAS
72607;0;ZANAHORIA MINI;FRUTAS Y VERDURAS;FRUTAS SUELTAS
72608;0;PALTA MINI;FRUTAS Y VERDURAS;FRUTAS SUELTAS
72743;0;MELON DELICIA X KG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
73235;732352;SALVADO DE TRIGO X500G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
73607;736077;SEMOLIN EOS X500G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
76245;76245;MIX FRUTO SECO ENERGIA EOS XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
77181;0;PESTO XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
52762;7790495002759;QUINOA Y-YANG X250G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
63101;;QUINOA X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
1773;7790495002742;SEMILLA AMARANTO Y-YANG X250G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
52763;7790495000472;SESAMO BLANCO Y-YANG X100G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
63107;;HARINA DE QUINOA X KG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
19939;7790495003299;SEMILLA CHIA Y-YANG X250G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
56959;0;SEMILLA DE CHIA X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
26486;7791351134171;ALMENDRAS PEL.NONPAR.CHICA XKG;FRUTAS Y VERDURAS;HORTALIZAS
52761;7790495000106;CHIA TRITURADA Y-YANG X250G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
52768;7790495003398;AMARANTO POP INFLADO X80G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
52769;7790495003404;QUINOA POP INFLADO X80G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
53224;7790495000663;SESAMO MOLIDO Y-YANG X250G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
63105;;QUINOA ROJA X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
58398;7790495001080;SESAMO NEGRO YING-YANG X100GR;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
71147;0;OREGANO GRANEL XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
19087;;FRUTA ESC FLOR DE JARDIN X KG;FRUTAS Y VERDURAS;HORTALIZAS
72138;0;WASABI EN POLVO X 1 KG.;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
26496;6935246711226;LAMINAS DE JENGIBRE P/SUSHI;FRUTAS Y VERDURAS;HORTALIZAS
72139;6927028357364;ALGAS P/SUSHI YAKI NORI X10LAM;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
72714;7791351008120;PIMENTON ESP.ZORAIDA AHUM.X75G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
72713;7791351130319;PIMENTON ESP.ZORAIDA PIC.X75G;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
73816;0;MIX TROPICAL FRUTAS ESCUR.XKI;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
70300;7791351131620;NUEZ PEL.MARIPOSA AMBAR X KG;FRUTAS Y VERDURAS;HORTALIZAS
70046;7791351133175;PERA WILLIAMS MEDIANA X KG;FRUTAS Y VERDURAS;HORTALIZAS
78748;7791351133686;JENGIBRE GLACE EN  CUBOS X KG;FRUTAS Y VERDURAS;HORTALIZAS
70045;0;PAPAYA GLACE.EN CUBOS X KG;FRUTAS Y VERDURAS;HORTALIZAS
66947;;BANANA CHIPS RODAJAS XKG;FRUTAS Y VERDURAS;HORTALIZAS
71160;7791351133945;PASA UVA RUBIA SULTAN.PREM.XKG;FRUTAS Y VERDURAS;HORTALIZAS
71582;0;NUEZ PEL.MARIP. LIGHT X KG;FRUTAS Y VERDURAS;HORTALIZAS
71587;0;NUEZ PELADA.CTA.LIGH. XKG;FRUTAS Y VERDURAS;HORTALIZAS
70040;0;CIRUELA D AGEN S/C GRANDES XKG;FRUTAS Y VERDURAS;HORTALIZAS
76339;0;MIX INCA PEONCITO (SPICY) XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
76340;0;MIX SALADO PEONCITO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
72720;0;NUEZ PEL.CTA.EX-LIGHT BCA.XKG;FRUTAS Y VERDURAS;HORTALIZAS
78003;;MANI REPELADO TOST.S/SAL XKG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
77998;;MANI JAPONES PEONCITO XKG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
77997;;MAIZ FRITO BARBACOA PEONC.XKG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
78346;0;SEMILLA DE MIJO PELADO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
73814;0;CHIMICHURRI PARRILLERO XKILO;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
70299;0;MANGO EN REBANADAS  X KG;FRUTAS Y VERDURAS;HORTALIZAS
73093;779131138087;MEDALL.DURAZNO MEDIANO X KG;FRUTAS Y VERDURAS;HORTALIZAS
76332;0;CANELA MOLIDA IMP.PEONCITO XKG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
71150;0;PAPRIKA EL PEONCITO X KG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
70301;0;COCO RALLADO FINO X KG;FRUTAS Y VERDURAS;HORTALIZAS
77996;77996;BEBIDA DE COCO EN POLVO XKG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
26497;7791351140998;HIGO SMIRNA T/PROTOBENE XKILO;FRUTAS Y VERDURAS;HORTALIZAS
78713;7791351141223;PIMENTON DULCE SELECCION XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
76063;0;DATIL SAYER  X KG;FRUTAS Y VERDURAS;FRUTAS SUELTAS
59079;59079;DAMASCOS SECOS X KG;FRUTAS Y VERDURAS;HORTALIZAS
26493;7791351141896;PASA UVA NEGRA JUMB.PREMIUN XK;FRUTAS Y VERDURAS;FRUTAS SUELTAS
76168;0;COCO EN POLVO EL PEONCITO XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
73095;7791351143760;KIWI DESHIDRATADO EN CUBO XKG;FRUTAS Y VERDURAS;HORTALIZAS
73831;7791351146327;HARINA DE ALMENDRAS X KG;FRUTAS Y VERDURAS;HORTALIZAS
76450;0;KIWI DESHIDROAZUCA.E/RODAJA XK;FRUTAS Y VERDURAS;FRUTAS SUELTAS
73832;738323;HARINA DE NUEZ X300G;FRUTAS Y VERDURAS;HORTALIZAS
77999;;GOMA XANTICA EL PEONCITO XKG;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS
